KRS050;+
KRS051;+
KRS055;+
KRS056;+
KRS059;+
KRS060;+
KRS064;+
KRS065;+
KRS066;+
KRS073;+
KRS074;+
KRS075;+
KRS077;+
KRS078;+
KRS080;+
KRS081;+
KRS082;+
KRS083;+
KRS085;+
KRS086;+
KRS089;+
KRS092;+
KRS096;+
KRS098;+
KRS099;+
KRS100;+
KRS104;+
KRS106;+
KRS107;+
KRS108;+
KRS109;+
KRS111;+
KRS112;+
KRS115;+
KRS116;+
KRS117;+
KRS119;+
KRS120;+
KRS121;+
KRS125;+
KRS126;+
KRS130;+
KRS131;+
KRS132;+
KRS135;+
KRS137;+
KRS139;+
KRS140;+
KRS141;+
KRS144;+
KRS145;+
KRS146;+
KRS147;+
KRS148;+
KRS149;+
KRS150;+
KRS152;+
KRS154;+
KRS156;+
KRS157;+
KRS158;+
KRS159;+
KRS171;+
KRS176;+
KRS178;+
KRS323;+
KUW005;+
LAV000;+
LAV004;+
LAV035;+
LAV040;+
LEB000;+
LIT089;+
LTH000;+
LTH001;+
LTH007;+
MAL000;+
MAL002;+
MAL003;+
MAL005;+
MAL006;+
MAL007;+
MAL008;+
MAL009;+
MAL011;+
MAL012;+
MAL013;+
MAL016;+
MAL018;+
MAL019;+
MAL020;+
MAL021;+
MAL023;+
MAL028;+
MAL029;+
MAL030;+
MAL031;+
MAL032;+
MAL033;+
MAL034;+
MAL035;+
MAL036;+
MAL037;+
MAL038;+
MAL041;+
MAL042;+
MAL043;+
MAL044;+
MAL045;+
MAL046;+
MAL047;+
MAL048;+
MAL049;+
MAL051;+
MAL054;+
MAL055;+
MAL056;+
MAL059;+
MAL060;+
MAL062;+
MAL064;+
MAL065;+
MAL067;+
MAL069;+
MAL070;+
MAL071;+
MAL072;+
MAL073;+
MAL074;+
MAL075;+
MAL076;+
MAL077;+
MAL078;+
MAL080;+
MAL081;+
MAL082;+
MAL084;+
MAL085;+
MAL086;+
MAL087;+
MAL088;+
MAL089;+
MAL090;+
MAL092;+
MAL094;+
MAL095;+
MAL096;+
MAL098;+
MAL099;+
MAL100;+
MAL103;+
MAL104;+
MAL105;+
MAL106;+
MAL108;+
MAL109;+
MAL112;+
MAL113;+
MAL114;+
MAL115;+
MAL116;+
MAL120;+
MAL121;+
MAL122;+
MAL123;+
MAL124;+
MAL127;+
MAL132;+
MAL136;+
MAL140;+
MAL145;+
MAL361;+
MAL365;+
MAL366;+
MAL368;+
MAL460;+
MEX005;+
MEX008;+
MEX009;+
MEX010;+
MEX041;+
MEX068;+
MEX069;+
MEX070;+
MTA001;+
MTA003;+
MTA004;+
MTS003;+
MYA002;+
NIG007;+
NOR002;+
NOR003;+
NOR004;+
NOR005;+
NOR006;+
NOR007;+
NOR008;+
NOR009;+
NOR011;+
NOR012;+
NOR013;+
NOR014;+
NOR015;+
NOR016;+
NOR017;+
NOR018;+
NOR019;+
NOR021;+
NOR023;+
NOR024;+
NOR025;+
NOR026;+
NOR029;+
NOR031;+
NOR033;+
NOR036;+
NOR037;+
NOR038;+
NOR039;+
NOR040;+
NOR041;+
NOR042;+
NOR043;+
NOR045;+
NOR046;+
NOR049;+
NOR050;+
NOR051;+
NOR052;+
NOR055;+
NOR056;+
NOR057;+
NOR058;+
NOR059;+
NOR060;+
NOR062;+
NOR063;+
NOR064;+
NOR065;+
NOR066;+
NOR069;+
NOR070;+
NOR071;+
NOR073;+
NOR074;+
NOR075;+
NOR076;+
NOR077;+
NOR079;+
NOR080;+
NOR082;+
NOR083;+
NOR085;+
NOR086;+
NOR088;+
NOR091;+
NOR093;+
NOR099;+
NOR100;+
NOR102;+
NOR107;+
NOR108;+
NOR113;+
NOR114;+
NOR115;+
NOR116;+
NOR117;+
NOR119;+
NOR121;+
NOR126;+
NOR128;+
NOR131;+
NOR140;+
NOR157;+
NOR158;+
NOR160;+
NOR161;+
NOR163;+
NOR165;+
NOR168;+
NOR170;+
NOR172;+
NOR173;+
NOR174;+
NOR188;+
NOR189;+
NOR190;+
NOR191;+
NOR192;+
NOR194;+
NOR195;+
NOR197;+
NOR198;+
NOR200;+
NOR201;+
NOR202;+
NOR204;+
NOR205;+
NOR207;+
NOR213;+
NOR219;+
NOR225;+
NOR232;+
NOR235;+
NOR236;+
NOR237;+
NOR238;+
NOR241;+
NOR242;+
NOR243;+
NOR246;+
NOR247;+
NOR256;+
NOR302;+
NOR308;+
NOR309;+
NOR310;+
NOR311;+
NOR334;+
NOR335;+
NOR337;+
NOR344;+
NOR399;+
NOR401;+
NOR405;+
NOR418;+
NOR419;+
NOR422;+
NOR423;+
NOR424;+
NOR427;+
NOR428;+
NOR431;+
NOR432;+
NOR433;+
NOR489;+
NOR492;+
NOR493;+
NOR495;+
NTH000;+
NTH001;+
NTH003;+
NTH004;+
NTH005;+
NTH008;+
NTH011;+
NTH012;+
NTH013;+
NTH014;+
NTH015;+
NTH016;+
NTH017;+
NTH018;+
NTH019;+
NTH020;+
NTH022;+
NTH024;+
NTH026;+
NTH027;+
NTH029;+
NTH030;+
NTH033;+
NTH034;+
NTH036;+
NTH037;+
NTH038;+
NTH041;+
NTH042;+
NTH043;+
NTH046;+
NTH047;+
NTH048;+
NTH049;+
NTH050;+
NTH051;+
NTH053;+
NTH055;+
NTH057;+
NTH059;+
NTH060;+
NTH061;+
NTH062;+
NTH063;+
NTH064;+
NTH065;+
NTH066;+
NTH067;+
NTH068;+
NTH069;+
NTH071;+
NTH072;+
NTH074;+
NTH076;+
NTH077;+
NTH078;+
NTH080;+
NTH081;+
NTH082;+
NTH083;+
NTH084;+
NTH085;+
NTH087;+
NTH089;+
NTH090;+
NTH092;+
NTH093;+
NTH094;+
NTH097;+
NTH099;+
NTH100;+
NTH102;+
NTH103;+
NTH104;+
NTH110;+
NTH112;+
NTH113;+
NTH114;+
NTH115;+
NTH118;+
NTH119;+
NTH124;+
NTH125;+
NTH126;+
NTH127;+
NTH128;+
NTH138;+
NTH140;+
NTH144;+
NTH153;+
NTH154;+
NTH155;+
NTH159;+
NTH161;+
NTH164;+
NTH166;+
NTH167;+
NTH168;+
NTH171;+
NTH173;+
NTH177;+
NTH181;+
NTH182;+
NTH191;+
NTH193;+
NTH210;+
NTH231;+
NTH232;+
NTH240;+
NTH242;+
NTH244;+
NTH245;+
NTH252;+
NTH255;+
NTH261;+
NTH263;+
NTH265;+
NTH268;+
NTH271;+
NTH273;+
NTH276;+
NTH280;+
NTH282;+
NTH283;+
NTH285;+
NTH286;+
NTH287;+
NTH288;+
NTH291;+
NTH292;+
NTH293;+
NTH302;+
NTH303;+
NTH304;+
NTH306;+
NTH308;+
NTH310;+
NTH321;+
NTH322;+
NTH328;+
NTH330;+
NTH336;+
NTH339;+
NTH340;+
NTH344;+
NTH345;+
NTH347;+
NTH353;+
NTH354;+
NTH356;+
NTH357;+
NTH358;+
NTH359;+
NTH360;+
NTH362;+
NTH363;+
NTH366;+
NTH376;+
NTH383;+
NTH385;+
NTH390;+
NTH391;+
NTH393;+
NTH402;+
NTH407;+
NTH408;+
NTH410;+
NTH414;+
NTH420;+
NTH421;+
NTH422;+
NTH424;+
NTH426;+
NTH432;+
NTH433;+
NTH434;+
NTH439;+
NTH440;+
NTH441;+
NTH444;+
NTH445;+
NTH451;+
NTH453;+
NTH454;+
NTH460;+
NTH464;+
NTH466;+
NTH470;+
NTH471;+
NTH474;+
NTH476;+
NTH480;+
NTH481;+
NTH483;+
NTH486;+
NTH489;+
NTH491;+
NTH492;+
NTH493;+
NTH494;+
NTH500;+
NTH501;+
NTH502;+
NTHA04;+
NTHA05;+
NTHA08;+
NTHA09;+
NTHA10;+
NTHA14;+
NTHA17;+
NTHA18;+
NTHA21;+
NTHA24;+
NTHA27;+
NTHA29;+
NTHA31;+
NTHA35;+
NTHA36;+
NTHA38;+
NTHA40;+
NTHA41;+
NTHA42;+
NTHA43;+
NTHA47;+
NTHA54;+
NTHA70;+
NTHA71;+
NTHA98;+
NTHB02;+
NTHB04;+
NTHB05;+
NTHB08;+
NTHB09;+
NTHB11;+
NTHB15;+
NTHB17;+
NTHB19;+
NTHB21;+
NTHB22;+
NTHB29;+
NTHB36;+
NZL003;+
NZL005;+
NZL026;+
NZL030;+
NZL031;+
NZL037;+
NZL039;+
NZL040;+
NZL049;+
NZL050;+
NZL054;+
NZL055;+
NZL056;+
OMN001;+
PAK001;+
PAR004;+
PCZ001;+
PER002;+
PER024;+
PHI017;+
PHI018;+
PHI019;+
PHI028;+
PHI029;+
PHI033;+
PHI034;+
PHI086;+
PHI087;+
PHI088;+
PHI089;+
PHI090;+
PHI094;+
PHI095;+
PHI096;+
PHI102;+
PHI103;+
PHI106;+
PHI107;+
PHI110;+
PHI111;+
PNG005;+
POL000;+
POL002;+
POL003;+
POL004;+
POL005;+
POL006;+
POL007;+
POL008;+
POL009;+
POL010;+
POL011;+
POL012;+
POL013;+
POL014;+
POL015;+
POL016;+
POL017;+
POL020;+
POL021;+
POL022;+
POL023;+
POL024;+
POL025;+
POL028;+
POL029;+
POL031;+
POL032;+
POL034;+
POL042;+
POL046;+
POL047;+
POL049;+
POL050;+
POL051;+
POL056;+
POL061;+
POL066;+
POL067;+
POL068;+
POL073;+
POL074;+
POL076;+
POL078;+
POL079;+
POL080;+
POL081;+
POL082;+
POL083;+
POL084;+
POL088;+
POL114;+
POL312;+
PTG002;+
PTG003;+
PTG004;+
PTG005;+
PTG006;+
PTG008;+
PTG011;+
PTG012;+
PTG027;+
PTG030;+
PTG031;+
PTG036;+
PTG040;+
QAT001;+
QAT002;+
QAT004;+
RUM001;+
RUM002;+
RUM003;+
RUM004;+
RUM005;+
RUM006;+
RUM007;+
RUM013;+
RUM014;+
RUM015;+
RUM016;+
RUM017;+
RUS002;+
RUS004;+
RUS005;+
RUS006;+
RUS009;+
RUS011;+
RUS012;+
RUS014;+
RUS017;+
RUS018;+
RUS019;+
RUS020;+
RUS021;+
RUS022;+
RUS023;+
RUS024;+
RUS025;+
RUS030;+
RUS032;+
RUS033;+
RUS034;+
RUS038;+
RUS039;+
RUS040;+
RUS046;+
RUS050;+
RUS054;+
RUS057;+
RUS058;+
RUS059;+
RUS060;+
RUS063;+
RUS066;+
RUS067;+
RUS070;+
RUS072;+
RUS073;+
RUS074;+
RUS076;+
RUS079;+
RUS080;+
RUS081;+
RUS086;+
RUS088;+
RUS089;+
RUS090;+
RUS095;+
RUS101;+
RUS102;+
SAF000;+
SAF002;+
SAF013;+
SAF020;+
SAF021;+
SAF024;+
SAF025;+
SAF027;+
SAF028;+
SAF037;+
SAU004;+
SBA001;+
SBA005;+
SBA007;+
SBA008;+
SLO010;+
SNG000;+
SNG001;+
SNG003;+
SNG004;+
SNG006;+
SNG008;+
SNG014;+
SNG016;+
SNG023;+
SNG024;+
SNG027;+
SNG028;+
SNG032;+
SNG033;+
SNG034;+
SNG035;+
SNG038;+
SNG039;+
SNG042;+
SNG043;+
SNG044;+
SNG045;+
SNG046;+
SNG048;+
SNG050;+
SNG055;+
SNG057;+
SNG059;+
SNG060;+
SNG062;+
SNG066;+
SNG067;+
SNG071;+
SNG073;+
SNG075;+
SNG079;+
SNG080;+
SNG081;+
SNG082;+
SNG083;+
SNG086;+
SNG087;+
SNG094;+
SNG103;+
SNG105;+
SNG108;+
SNG109;+
SNG110;+
SNG111;+
SNG112;+
SNG113;+
SNG114;+
SNG118;+
SNG119;+
SNG122;+
SNG123;+
SNG125;+
SNG127;+
SNG128;+
SNG129;+
SNG132;+
SNG138;+
SNG144;+
SNG146;+
SNG147;+
SNG148;+
SNG150;+
SNG152;+
SNG157;+
SNG159;+
SNG160;+
SNG161;+
SNG162;+
SNG165;+
SNG410;+
SNG421;+
SPN001;+
SPN002;+
SPN003;+
SPN004;+
SPN005;+
SPN007;+
SPN008;+
SPN009;+
SPN010;+
SPN011;+
SPN012;+
SPN014;+
SPN016;+
SPN017;+
SPN018;+
SPN019;+
SPN020;+
SPN021;+
SPN022;+
SPN023;+
SPN024;+
SPN025;+
SPN026;+
SPN027;+
SPN029;+
SPN031;+
SPN033;+
SPN034;+
SPN037;+
SPN038;+
SPN039;+
SPN041;+
SPN043;+
SPN044;+
SPN045;+
SPN048;+
SPN050;+
SPN051;+
SPN052;+
SPN058;+
SPN059;+
SPN060;+
SPN061;+
SPN064;+
SPN068;+
SPN081;+
SPN112;+
SPN113;+
SPN114;+
SPN115;+
SPN130;+
SPN143;+
SPN144;+
SPN147;+
SPN165;+
SPN193;+
SPN212;+
SPN217;+
SPN218;+
SPN238;+
SPN243;+
SPN252;+
SPN253;+
SPN258;+
SPN262;+
SPN265;+
SPN270;+
SPN317;+
SPN335;+
SRB001;+
SRB002;+
SRB003;+
SRB004;+
SRB005;+
SRB006;+
SRB009;+
SRB011;+
SRI004;+
SRI005;+
SVK002;+
SWD000;+
SWD001;+
SWD003;+
SWD004;+
SWD005;+
SWD006;+
SWD008;+
SWD010;+
SWD011;+
SWD012;+
SWD013;+
SWD014;+
SWD015;+
SWD018;+
SWD019;+
SWD021;+
SWD022;+
SWD023;+
SWD024;+
SWD025;+
SWD028;+
SWD033;+
SWD035;+
SWD038;+
SWD051;+
SWD075;+
SWD078;+
SWD081;+
SWD090;+
SWD093;+
SWD095;+
SWD096;+
SWD097;+
SWD103;+
SWD107;+
SWD109;+
SWD112;+
SWD206;+
SWD207;+
THA012;+
THA014;+
THA022;+
THA025;+
THA028;+
THA054;+
THA057;+
THA059;+
THA060;+
TRK000;+
TRK001;+
TRK003;+
TRK005;+
TRK006;+
TRK007;+
TRK008;+
TRK009;+
TRK011;+
TRK012;+
TRK015;+
TRK016;+
TRK017;+
TRK018;+
TRK019;+
TRK020;+
TRK021;+
TRK024;+
TRK025;+
TRK027;+
TRK028;+
TRK029;+
TRK030;+
TRK031;+
TRK032;+
TRK033;+
TRK034;+
TRK035;+
TRK036;+
TRK038;+
TRK039;+
TRK041;+
TRK042;+
TRK043;+
TRK044;+
TRK045;+
TRK046;+
TRK047;+
TRK048;+
TRK049;+
TRK050;+
TRK051;+
TRK053;+
TRK054;+
TRK056;+
TRK057;+
TRK063;+
TRK067;+
TRK068;+
TRK069;+
TRK071;+
TRK072;+
TRK073;+
TRK074;+
TRK077;+
TRK078;+
TRK080;+
TRK081;+
TRK082;+
TRK083;+
TRK084;+
TRK085;+
TRK086;+
TRK087;+
TRK091;+
TRK092;+
TRK093;+
TRK096;+
TRK097;+
TRK098;+
TRK102;+
TRK103;+
TRK109;+
TRK112;+
TRK113;+
TRK114;+
TRK116;+
TRK118;+
TRK119;+
TRK120;+
TRK121;+
TRK122;+
TRK123;+
TRK126;+
TRK127;+
TRK128;+
TRK129;+
TRK130;+
TRK131;+
TRK132;+
TRK133;+
TRK134;+
TRK135;+
TRK136;+
TRK138;+
TRK139;+
TRK140;+
TRK141;+
TRK142;+
TRK145;+
TRK147;+
TRK148;+
TRK149;+
TRK150;+
TRK151;+
TRK152;+
TRK153;+
TRK154;+
TRK155;+
TRK156;+
TRK157;+
TRK158;+
TRK159;+
TRK161;+
TRK162;+
TRK163;+
TRK164;+
TRK165;+
TRK166;+
TRK169;+
TRK170;+
TRK172;+
TRK173;+
TRK174;+
TRK176;+
TRK177;+
TRK178;+
TRK179;+
TRK180;+
TRK181;+
TRK182;+
TRK183;+
TRK184;+
TRK186;+
TRK187;+
TRK188;+
TRK189;+
TRK192;+
TRK193;+
TRK194;+
TRK195;+
TRK196;+
TRK198;+
TRK201;+
TRK202;+
TRK203;+
TRK204;+
TRK206;+
TRK208;+
TRK210;+
TRK213;+
TRK215;+
TRK216;+
TRK217;+
TRK219;+
TRK220;+
TRK221;+
TRK227;+
TRK231;+
TRK239;+
TRK242;+
TRK247;+
TRK270;+
TRK277;+
TRK305;+
TRK310;+
TRK313;+
TRK314;+
TRK315;+
TUN005;+
TUN006;+
UAE001;+
UAE002;+
UAE003;+
UAE004;+
UAE005;+
UAE006;+
UAE008;+
UAE009;+
UAE010;+
UAE018;+
UAE019;+
UAE020;+
UAE021;+
UAE022;+
UAE023;+
UAE025;+
UAE026;+
UAE027;+
UAE029;+
UAE031;+
UAE033;+
UAE034;+
UAE035;+
UAE036;+
UAE040;+
UAE041;+
UAE043;+
UAE052;+
UKE001;+
UKE002;+
UKE003;+
UKE007;+
UKE011;+
UKE012;+
UKE013;+
UKE014;+
UKE015;+
UKE016;+
UKE017;+
UKE019;+
UKE021;+
UKE028;+
UKE038;+
UKE061;+
UKE063;+
UNK000;+
URG011;+
URG015;+
USA000;+
USA002;+
USA003;+
USA004;+
USA005;+
USA011;+
USA012;+
USA013;+
USA015;+
USA019;+
USA022;+
USA023;+
USA024;+
USA025;+
USA026;+
USA031;+
USA034;+
USA035;+
USA036;+
USA037;+
USA038;+
USA039;+
USA042;+
USA043;+
USA049;+
USA050;+
USA052;+
USA054;+
USA057;+
USA058;+
USA060;+
USA062;+
USA064;+
USA065;+
USA068;+
USA071;+
USA075;+
USA077;+
USA079;+
USA080;+
USA082;+
USA084;+
USA086;+
USA088;+
USA090;+
USA091;+
USA096;+
USA098;+
USA100;+
USA102;+
USA105;+
USA107;+
USA108;+
USA109;+
USA110;+
USA111;+
USA113;+
USA114;+
USA116;+
USA119;+
USA120;+
USA121;+
USA124;+
USA126;+
USA128;+
USA129;+
USA130;+
USA132;+
USA138;+
USA139;+
USA141;+
USA142;+
USA143;+
USA148;+
USA149;+
USA157;+
USA160;+
USA162;+
USA164;+
USA166;+
USA169;+
USA171;+
USA177;+
USA178;+
USA180;+
USA183;+
USA189;+
USA197;+
USA198;+
USA201;+
USA202;+
USA210;+
USA214;+
USA220;+
USA221;+
USA222;+
USA225;+
USA226;+
USA231;+
USA249;+
USA251;+
USA258;+
USA270;+
USA271;+
USA272;+
USA277;+
USA278;+
USA279;+
USA283;+
USA292;+
USA294;+
USA296;+
USA297;+
USA298;+
USA299;+
USA304;+
USA305;+
USA308;+
USA315;+
USA320;+
USA322;+
USA324;+
USA326;+
USA337;+
USA345;+
USA356;+
USA374;+
USA378;+
USA397;+
USA399;+
USA400;+
USA404;+
USA407;+
USA415;+
USA418;+
USA419;+
USA421;+
USA424;+
USA434;+
USA435;+
USA438;+
USA439;+
USA440;+
USA441;+
USA448;+
USA449;+
USA450;+
USA451;+
USA452;+
USA454;+
USA458;+
USA462;+
USA465;+
USA466;+
USA481;+
USA499;+
USA501;+
USA503;+
USA504;+
USA566;+
USAA02;+
USAA03;+
USAA04;+
USAA08;+
USAA11;+
USAA12;+
USAA18;+
USAA21;+
USAA23;+
USAA24;+
USAA49;+
USAA51;+
USAA53;+
USAA58;+
USAA60;+
USAA63;+
USAA74;+
USAA77;+
USAA79;+
USAA81;+
USAA90;+
USAA94;+
USAB01;+
USAB13;+
USAB14;+
USAB23;+
USAB24;+
USAB29;+
USAB37;+
USAB39;+
USAB43;+
USAB45;+
USAB46;+
USAB49;+
USAB50;+
USAB57;+
USAC03;+
USAC19;+
USAC20;+
USAC21;+
USAC22;+
USAC24;+
USAC33;+
USAC34;+
USAC39;+
USAC40;+
USAC41;+
USAC50;+
USAC53;+
USAC56;+
USAC63;+
USAC70;+
USAC71;+
USAC76;+
USAC80;+
USAC81;+
USAC88;+
USAC90;+
USAC94;+
USAD13;+
USAD15;+
USAD17;+
USAD21;+
USAD24;+
USAD25;+
USAD31;+
USAD35;+
USAD39;+
USAD47;+
USAD49;+
USAD50;+
USAD52;+
USAD60;+
USAD68;+
USAD70;+
USAD74;+
USAD75;+
USAD79;+
USAD80;+
USAD83;+
USAD88;+
USAD92;+
USAD94;+
USAD97;+
USAD99;+
USAE02;+
USAE03;+
USAE04;+
USAE05;+
USAE28;+
USAE29;+
USAE52;+
USAE54;+
USAE68;+
USAE70;+
USAE71;+
USAE72;+
USAE73;+
USAE75;+
USAE77;+
USAE78;+
USAE83;+
USAE86;+
USAE87;+
USAE88;+
USAE89;+
USAE95;+
USAE96;+
USAE98;+
USAE99;+
USAF18;+
USAF21;+
USAF33;+
USAF38;+
USAF40;+
USAF42;+
USAF68;+
USAF74;+
USAF78;+
USAF79;+
USAF83;+
USAF94;+
USAG02;+
USAG33;+
USAG35;+
USAG36;+
USAG40;+
USAG41;+
USAG43;+
USAG44;+
USAG45;+
USAG49;+
USAG53;+
USAG54;+
USAG58;+
USAG61;+
USAG67;+
USAG80;+
USAG81;+
USAG96;+
USAG99;+
USAH01;+
USAH02;+
USAH04;+
USAH05;+
USAH17;+
USAH24;+
USAH25;+
USAH29;+
USAH33;+
USAH36;+
USAH37;+
USAH49;+
USAH54;+
USAH56;+
USAH59;+
USAH62;+
USAH63;+
USAH66;+
USAH68;+
USAH77;+
USAH78;+
USAH90;+
USAH92;+
USAH94;+
USAH95;+
USAH96;+
USAH97;+
USAI06;+
USAI08;+
USAI16;+
USAI21;+
USAI22;+
USAI24;+
USAI28;+
USAI29;+
USAI32;+
USR000;+
USR001;+
USR002;+
USR004;+
USR005;+
USR007;+
USR009;+
USR010;+
USR011;+
USR012;+
USR013;+
USR014;+
USR015;+
USR016;+
USR017;+
USR018;+
USR019;+
USR022;+
USR023;+
USR024;+
USR025;+
USR026;+
USR027;+
USR028;+
USR031;+
USR032;+
USR033;+
USR034;+
USR035;+
USR038;+
USR039;+
USR040;+
USR042;+
USR046;+
USR047;+
USR050;+
USR054;+
USR061;+
USR066;+
USR072;+
USR074;+
USR076;+
USR077;+
USR078;+
USR079;+
USR081;+
USR082;+
USR083;+
USR086;+
USR088;+
USR100;+
USR101;+
VNM000;+
VNM001;+
VNM002;+
VNM003;+
VNM004;+
VNM005;+
VNM006;+
VNM014;+
VNM017;+
VNM022;+
VNM025;+
VNM027;+
VNM028;+
VNM029;+
VNM031;+
VNM032;+
VNM033;+
VNM034;+
VNM036;+
VNM038;+
VNM040;+
VNM042;+
VNM043;+
VNM044;+
VNM045;+
VNM047;+
VNM049;+
VNM050;+
VNM051;+
VNM052;+
VNM054;+
VNM059;+
VNM061;+
VNM067;+
VNM069;+
VNM073;+
VNM075;+
VNM077;+
VNM078;+
VNM079;+
VNM080;+
VNM081;+
VNM082;+
VNM083;+
VNM084;+
VNM085;+
VNM086;+
VNM087;+
VNM088;+
VNM089;+
VNM090;+
VNM091;+
VNM092;+
VNM093;+
VNM094;+
VNM095;+
VNM097;+
VNM099;+
VNM100;+
VNM101;+
VNM102;+
VNM103;+
VNM104;+
VNM105;+
VNM106;+
VNM107;+
VNM108;+
VNM109;+
VNM113;+
VNM114;+
VNM115;+
VNM118;+
VNM119;+
VNM120;+
VNM121;+
VNM122;+
VNM123;+
VNM124;+
VNM125;+
VNM126;+
VNM129;+
VNM130;+
VNM132;+
VNM133;+
VNM134;+
VNM135;+
VNM136;+
VNM137;+
VNM140;+
VNM147;+
VNM166;+
VNM171;+
VNM172;+
YUG002;+
YUG003;+
YUG005;+
YUG006;+
YUG007;+
YUG008;+
YUG011;+
YUG017;+
YUG027;+
YUG039;+
YUG040;+
YUG041;+
YUG051;+
YUG055;+
YUG056;+
YUG057;+
